[header]
width=20
height=15
tilewidth=32
tileheight=32

[tilesets]
tileset=../../../Dropbox/DemonHunter/Resources/Tileset/First.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
45,45,45,45,45,45,45,45,45,45,45,45,42,42,42,42,42,42,42,42,
20,20,20,20,20,20,20,20,20,20,20,20,46,42,42,42,42,42,42,42,
2,2,2,2,2,2,2,2,2,2,2,2,46,42,42,42,42,42,42,42,
2,2,2,2,2,2,2,2,2,2,2,2,46,42,42,42,42,42,42,42,
2,2,2,2,2,2,2,2,2,2,2,2,46,42,42,42,42,42,42,42,
43,43,43,43,43,43,43,49,18,2,2,2,46,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,44,18,2,2,2,46,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,44,18,2,2,2,46,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,44,18,2,2,2,46,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,44,18,2,2,2,46,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,49,13,13,50,42,42,42,42,42,42,42,42

