[header]
width=20
height=15
tilewidth=32
tileheight=32

[tilesets]
tileset=../../../Dropbox/DemonHunter/Resources/Tileset/First.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
42,45,45,45,45,45,45,45,47,18,2,48,45,45,45,45,45,45,45,42,
44,20,20,20,20,20,20,20,20,19,2,20,20,20,20,20,20,20,20,46,
44,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,46,
44,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,46,
47,18,2,2,2,15,2,2,2,2,2,2,16,2,2,2,2,2,2,48,
20,19,2,2,2,2,2,2,2,2,2,2,2,2,2,15,2,2,2,20,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,15,2,2,2,2,2,2,2,2,2,2,15,2,2,2,2,2,
49,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50,
44,18,2,2,2,2,2,2,15,2,2,2,2,2,2,2,2,2,2,46,
44,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,46,
44,18,2,2,2,2,2,2,2,2,2,2,2,2,2,15,2,2,2,46,
44,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,46,
42,43,43,43,43,43,43,43,49,17,2,50,43,43,43,43,43,43,43,42

